Silver results of stdin

Query-def :sp|P96368|TRCS_MYCTU Sensor histidine kinase TrcS OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=trcS PE=1 SV=1
Length :509

id,hit,score,evalue,identity,positive,gaps,align-length 
MBP8881677,1,543,5.41975e-59,153,194,6,296
OBH24854,1,543,5.42603e-59,176,243,9,411
WP_217502887,1,545,5.47431e-59,172,214,6,364
WP_028804485,1,547,5.51386e-59,154,198,6,296
PJN02551,1,544,5.51729e-59,153,188,6,291
GHF12720,1,544,5.52513e-59,154,193,6,294
WP_225311172,1,543,5.53423e-59,183,245,12,424
WP_227325328,1,545,5.58558e-59,191,259,21,446
WP_037920159,1,545,5.58765e-59,182,235,24,409
WP_203617841,1,545,5.65826e-59,154,196,6,294
WP_228505739,1,543,5.66793e-59,184,249,9,406
WP_072477404,1,544,5.68583e-59,154,194,5,292
ANH30878,1,542,5.787e-59,178,241,9,410
WP_107456568,1,546,5.78752e-59,177,238,11,413
MBU6264934,1,531,5.83208e-59,146,196,6,293
ASE16303,1,541,5.85803e-59,178,241,9,410
WP_158207349,1,547,5.86214e-59,185,251,18,423
WP_215728557,1,544,5.86545e-59,173,246,9,411
WP_055351281,1,544,5.86545e-59,173,246,9,411
WP_086527489,1,545,5.86566e-59,182,251,16,420
WP_237397968,1,528,5.91516e-59,152,190,2,292
WP_055381957,1,544,5.92701e-59,173,246,9,411
WP_112680671,1,543,5.9431e-59,153,195,6,291
WP_107905052,1,546,5.97395e-59,180,242,16,414
QEU79910,1,546,5.97395e-59,175,221,11,370
WP_219813254,1,544,6.05312e-59,154,193,2,292
WP_189852524,1,545,6.06192e-59,177,225,7,367
WP_123705609,1,542,6.08392e-59,154,194,1,292
OIJ87491,1,545,6.16848e-59,154,198,6,296
WP_055378216,1,544,6.17978e-59,174,246,9,411
WP_084526543,1,545,6.21508e-59,177,242,7,410
RII87102,1,545,6.22504e-59,184,256,17,431
MBX7467958,1,546,6.22795e-59,154,189,6,291
WP_215063041,1,543,6.26174e-59,151,193,6,295
NEA79421,1,544,6.28766e-59,156,192,6,293
WP_067408979,1,543,6.29139e-59,174,245,10,412
NMO54903,1,544,6.29566e-59,153,203,6,292
WP_066954988,1,543,6.30088e-59,173,243,9,411
MBO0883593,1,542,6.38752e-59,173,244,13,416
WP_243598365,1,544,6.40585e-59,154,195,1,292
WP_219812752,1,544,6.44411e-59,168,221,2,355
WP_251098813,1,544,6.48761e-59,156,192,6,293
NUU12385,1,544,6.5193e-59,198,261,15,443
ORC78162,1,541,6.52079e-59,173,246,9,411
WP_125659559,1,545,6.52558e-59,187,245,21,425
WP_167363003,1,545,6.5544e-59,156,198,6,296
WP_045530619,1,545,6.57818e-59,184,256,17,431
WP_191151097,1,541,6.58943e-59,167,217,15,357
WP_078660204,1,545,6.59873e-59,159,200,15,310
MBW0015606,1,543,6.60804e-59,175,245,9,411
TDT66191,1,544,6.62284e-59,185,242,16,416
WP_219814375,1,544,6.64898e-59,154,192,2,292
WP_125494992,1,544,6.65673e-59,184,242,21,418
WP_244248209,1,544,6.7187e-59,154,192,2,292
WP_112671328,1,543,6.73672e-59,153,195,6,291
PPH10792,1,542,6.7395e-59,154,192,2,292
WP_141568687,1,547,6.75244e-59,155,200,6,296
WP_116510586,1,544,6.75535e-59,159,196,6,291
WP_230416295,1,541,6.76541e-59,187,251,12,407
WP_248503323,1,546,6.78459e-59,158,199,6,299
WP_243646335,1,544,6.81945e-59,154,195,1,292
WP_229075889,1,545,6.84517e-59,151,201,6,301
WP_214930811,1,543,6.84979e-59,152,193,6,295
WP_051171655,1,543,6.85983e-59,165,220,5,360
SCF91716,1,544,6.91151e-59,156,195,6,296
WP_085230938,1,544,6.91551e-59,178,245,12,414
MBP2417004,1,546,6.93066e-59,154,206,14,309
WP_231930198,1,545,6.94652e-59,162,217,11,341
WP_204577163,1,545,6.95155e-59,190,258,19,445
ALV51019,1,544,6.96316e-59,157,191,6,293
WP_218825480,1,541,6.99908e-59,185,243,24,442
WP_234376272,1,546,7.07237e-59,153,188,6,291
GHE32203,1,544,7.07844e-59,155,193,6,294
WP_241847549,1,542,7.08603e-59,183,238,20,421
WP_220037531,1,542,7.09903e-59,183,251,9,411
PPF69511,1,541,7.10154e-59,154,192,2,292
KUN90969,1,543,7.16073e-59,157,198,6,297
WP_149826955,1,548,7.20538e-59,154,199,6,296
SNT21059,1,541,7.25844e-59,185,243,24,442
WP_222658136,1,542,7.27481e-59,191,258,13,442
WP_125821791,1,543,7.28173e-59,155,193,8,296
WP_150157089,1,545,7.36733e-59,152,194,6,294
WP_055372395,1,543,7.3799e-59,173,246,9,411
NEB92545,1,545,7.41437e-59,154,196,6,294
MBX7266676,1,542,7.47203e-59,187,251,12,407
WP_235460562,1,545,7.4825e-59,185,242,19,421
MBM7411986,1,546,7.52153e-59,184,250,16,422
WP_214607332,1,543,7.5356e-59,174,246,9,411
WP_219814675,1,544,7.53562e-59,154,192,2,292
MBD8658881,1,542,7.54461e-59,155,198,4,294
WP_189752838,1,546,7.59189e-59,152,196,6,296
WP_219827847,1,543,7.61464e-59,154,192,2,292
WP_219812137,1,543,7.61464e-59,154,192,2,292
WP_219814479,1,543,7.61464e-59,154,192,2,292
WP_003876977,1,542,7.65149e-59,178,241,9,410
WP_208577142,1,543,7.65655e-59,160,196,6,291
WP_242682505,1,540,7.66726e-59,174,242,12,408
WP_258065458,1,543,7.69448e-59,154,192,2,292
GES18741,1,541,7.752e-59,177,239,9,406
WP_245689807,1,545,7.76476e-59,174,224,24,386
MBF4591302,1,543,7.77533e-59,184,249,9,406
WP_182776126,1,547,7.79799e-59,156,196,6,296
WP_030752375,1,543,7.80772e-59,176,221,8,360
WP_248294458,1,543,7.83387e-59,153,203,6,292
PPH87224,1,541,7.88497e-59,154,191,2,292
WP_133737866,1,543,7.90408e-59,185,242,16,416
AWF97212,1,546,7.93386e-59,184,256,17,431
WP_219813921,1,543,7.93907e-59,168,221,2,355
TGN74955,1,544,7.95964e-59,154,196,6,294
MCF4139197,1,545,8.01645e-59,154,196,6,296
WP_025347883,1,544,8.14285e-59,179,249,9,401
WP_229892888,1,545,8.15992e-59,153,192,6,300
WP_126393367,1,545,8.16351e-59,174,230,7,370
GGQ27992,1,532,8.18429e-59,150,195,6,297
WP_128790790,1,547,8.21307e-59,156,196,6,296
WP_048460213,1,543,8.24729e-59,156,192,6,293
WP_219814158,1,543,8.27732e-59,154,192,2,292
WP_071095283,1,543,8.32314e-59,160,196,6,291
WP_053712888,1,543,8.39199e-59,152,192,8,297
WP_051836501,1,544,8.39617e-59,151,192,8,297
OBI03433,1,541,8.47137e-59,172,244,9,411
WP_197514550,1,542,8.5521e-59,176,243,9,411
OKJ61317,1,543,8.59876e-59,183,238,20,421
WP_247020590,1,543,8.59876e-59,151,196,5,292
REK88294,1,547,8.62814e-59,174,227,30,388
MBB2501746,1,540,8.62945e-59,179,247,8,421
WP_250288245,1,544,8.63225e-59,199,256,26,463
WP_121747913,1,543,8.64938e-59,187,246,23,421
WP_137307646,1,546,8.66684e-59,185,244,17,432
WP_079086647,1,546,8.67648e-59,186,241,24,423
WP_073829753,1,543,8.67788e-59,161,197,6,291
WP_219814319,1,543,8.72046e-59,154,192,2,292
WP_174889802,1,541,8.74141e-59,177,239,9,406
WP_167513592,1,544,8.85023e-59,154,196,6,294
WP_225277888,1,542,8.91774e-59,178,234,11,407
RPF41745,1,542,8.91774e-59,154,190,6,296
WP_256641529,1,546,8.92362e-59,156,195,6,296
WP_203151754,1,542,8.9313e-59,187,244,14,412
WP_053629019,1,543,8.9338e-59,152,192,8,297
WP_091051342,1,543,8.95382e-59,159,195,6,291
WP_132100054,1,542,8.95917e-59,193,263,15,443
GGL88447,1,547,8.98168e-59,190,255,15,405
WP_219813680,1,543,8.99764e-59,154,192,2,292
WP_018723459,1,542,9.01142e-59,179,246,10,408
WP_190082882,1,544,9.15369e-59,161,202,27,320
WP_082518896,1,546,9.16742e-59,193,261,43,468
MBD8727176,1,541,9.1676e-59,155,198,4,294
WP_240969827,1,549,9.2372e-59,172,225,8,363
MBC9003588,1,540,9.2387e-59,159,195,6,291
WP_225400887,1,542,9.26663e-59,188,245,33,423
WP_185039326,1,544,9.31182e-59,151,197,6,290
WP_009343631,1,546,9.31396e-59,155,200,6,296
WP_138050183,1,545,9.46138e-59,182,235,14,410
WP_085252400,1,542,9.47808e-59,177,246,9,411
WP_197520121,1,541,9.50354e-59,175,242,9,411
KBB16968,1,540,9.50561e-59,173,246,9,411
CKN95149,1,540,9.57463e-59,173,246,9,411
KAB2977173,1,542,9.59386e-59,157,200,6,302
WP_244637725,1,543,9.62013e-59,155,198,4,294
WP_240926501,1,546,9.65331e-59,158,194,6,292
WP_085078929,1,542,9.72473e-59,170,247,9,411
WP_194801675,1,542,9.73329e-59,160,197,6,291
WP_018787265,1,542,9.83538e-59,159,195,6,291
WP_208615149,1,544,9.90575e-59,157,198,6,297
WP_084261672,1,542,9.91443e-59,162,197,6,291
WP_225397678,1,542,1.00572e-58,185,246,33,424
MBW0017798,1,542,1.0197e-58,179,241,9,410
WP_252828500,1,543,1.01973e-58,180,238,11,408
RKT05809,1,541,1.02153e-58,154,189,6,294
WP_010886181,1,540,1.02283e-58,173,246,9,411
WP_212995597,1,544,1.02391e-58,150,197,6,294
WP_206345995,1,545,1.02856e-58,169,223,6,364
WP_252800073,1,542,1.02869e-58,180,241,11,408
PZF04192,1,542,1.0335e-58,183,251,9,411
WP_086521791,1,545,1.04996e-58,184,250,16,418
GFG74059,1,540,1.05448e-58,168,244,9,410
WP_094930212,1,539,1.05571e-58,187,241,11,402
WP_225910990,1,541,1.06189e-58,157,200,9,295
WP_237293335,1,541,1.07436e-58,154,190,6,296
WP_203684708,1,544,1.07921e-58,152,199,6,293
WP_246318397,1,544,1.08161e-58,179,251,9,416
WP_114874147,1,542,1.08172e-58,155,191,6,293
WP_091058414,1,541,1.08202e-58,185,237,10,386
WP_085197097,1,541,1.08958e-58,171,246,16,416
OUE29418,1,544,1.09478e-58,182,251,16,420
WP_104290232,1,543,1.0961e-58,180,251,16,417
WP_167437432,1,543,1.0961e-58,182,250,16,417
WP_129298581,1,546,1.11001e-58,178,224,35,393
WP_037941781,1,543,1.11635e-58,152,192,8,297
WP_197502559,1,541,1.11835e-58,172,244,9,411
WP_020518747,1,542,1.12041e-58,178,244,18,408
WP_037634128,1,541,1.1238e-58,171,225,25,387
WP_058593551,1,541,1.12818e-58,190,255,38,466
WP_215173126,1,544,1.13895e-58,153,196,6,296
WP_214608204,1,542,1.15605e-58,173,246,9,411
WP_244943190,1,547,1.15763e-58,174,227,30,388
WP_177235573,1,545,1.15951e-58,154,198,6,296
MYT06891,1,543,1.16387e-58,152,199,6,296
AMC48283,1,540,1.18036e-58,173,246,9,411
WP_234848513,1,543,1.1839e-58,158,202,8,295
WP_204300184,1,543,1.1839e-58,162,231,6,370
WP_112733077,1,541,1.18403e-58,153,196,6,291
WP_188510480,1,540,1.1864e-58,165,232,7,360
WP_181568050,1,541,1.18867e-58,184,236,10,386
WP_218033346,1,541,1.18941e-58,168,244,9,410
WP_003873404,1,542,1.19862e-58,178,241,9,410
MBM4829923,1,542,1.21e-58,156,191,6,293
WP_074473283,1,541,1.21377e-58,162,197,6,299
WP_219813361,1,542,1.21753e-58,154,192,2,292
OBG98646,1,540,1.23446e-58,174,243,9,411
OBI36205,1,540,1.23446e-58,174,243,9,411
WP_125595114,1,541,1.23643e-58,155,193,8,296
QOD45315,1,543,1.24108e-58,180,251,16,417
ETB26182,1,541,1.25026e-58,178,241,9,410
WP_063768433,1,542,1.25479e-58,152,190,6,301
WP_023358022,1,542,1.25622e-58,150,196,6,292
WP_237307859,1,542,1.25761e-58,182,239,40,449
TAM66583,1,543,1.27341e-58,192,268,17,453
WP_157155172,1,540,1.27352e-58,151,194,6,293
RCH66575,1,541,1.28498e-58,154,193,6,293
WP_253918167,1,541,1.30069e-58,156,192,6,293
WP_091105797,1,539,1.30438e-58,182,237,16,408
WP_192806152,1,543,1.31589e-58,157,200,6,302
WP_220817259,1,541,1.32605e-58,179,247,8,421
WP_103818095,1,543,1.329e-58,154,197,6,299
WP_052129041,1,542,1.33603e-58,182,248,16,416
WP_219812657,1,542,1.35135e-58,154,192,2,292
KAL16787,1,539,1.35686e-58,173,246,9,411
WP_168519936,1,541,1.36614e-58,155,196,5,291
GGT73524,1,542,1.37503e-58,156,191,6,293
WP_228496961,1,527,1.37808e-58,147,193,15,306
WP_197500889,1,541,1.37814e-58,175,242,9,411
CNL45174,1,539,1.38095e-58,173,246,9,411
WP_249138447,1,541,1.38261e-58,151,197,6,292
CKM40677,1,539,1.39548e-58,172,245,9,411
AZZ50514,1,539,1.40189e-58,168,220,2,355
WP_247055298,1,542,1.404e-58,181,244,14,420
EFL16398,1,544,1.40464e-58,156,193,8,296
WP_220293495,1,544,1.40486e-58,157,195,6,296
WP_167098266,1,541,1.40762e-58,173,227,5,359
WP_211762166,1,540,1.41477e-58,172,225,7,358
WP_053775822,1,542,1.4222e-58,182,250,16,417
WP_169093978,1,542,1.42367e-58,187,240,19,423
WP_206280584,1,541,1.42437e-58,173,246,9,411
WP_221181674,1,542,1.42961e-58,154,194,1,292
WP_244961644,1,543,1.4342e-58,180,251,16,417
KAA8963888,1,541,1.43526e-58,173,233,9,386
WP_204080291,1,541,1.45438e-58,177,246,9,411
WP_051747639,1,542,1.45972e-58,156,191,6,293
MBF0673218,1,538,1.46461e-58,186,242,32,409
GJN94948,1,516,1.46586e-58,131,147,0,178
SFT29196,1,541,1.46727e-58,188,243,20,427
WP_031724515,1,541,1.46967e-58,173,246,9,411
WP_244634194,1,542,1.47778e-58,155,198,4,294
WP_217492315,1,542,1.49189e-58,178,241,9,410
WP_057338793,1,541,1.50066e-58,173,246,9,411
WP_119103490,1,543,1.51073e-58,180,235,16,411
AFE14848,1,534,1.5209e-58,170,241,9,399
EWM12355,1,532,1.53512e-58,176,229,5,372
WP_179872601,1,539,1.53843e-58,167,219,15,357
WP_243861456,1,541,1.54219e-58,155,198,4,294
WP_093501036,1,543,1.54269e-58,172,238,8,387
EPQ72087,1,539,1.54701e-58,176,244,9,411
WP_243561687,1,540,1.54716e-58,182,248,9,406
WP_031700753,1,541,1.54838e-58,173,246,9,411
WP_101437039,1,540,1.55088e-58,179,247,8,421
WP_111134685,1,540,1.55955e-58,158,202,6,291
GIJ04002,1,539,1.55996e-58,159,204,6,291
SGC84407,1,539,1.56569e-58,173,246,9,411
QIJ63547,1,546,1.56699e-58,158,194,6,292
WP_203836530,1,542,1.58368e-58,150,197,6,294
MYT70322,1,541,1.59121e-58,175,230,7,373
WP_007383141,1,544,1.59136e-58,152,199,6,296
KAX31761,1,539,1.6042e-58,173,246,9,411
WP_086850018,1,541,1.60979e-58,156,197,4,292
WP_219812302,1,541,1.61343e-58,154,192,2,292
MYS19358,1,543,1.62234e-58,174,226,29,390
NIZ89833,1,540,1.62608e-58,154,195,6,291
MBU5945310,1,541,1.62667e-58,156,192,6,293
PPH21770,1,539,1.62689e-58,155,196,3,293
QIS40461,1,542,1.62844e-58,181,251,16,420
PPF53653,1,539,1.64006e-58,153,191,2,292
WP_202450994,1,543,1.64149e-58,174,226,29,390
WP_067595243,1,541,1.64843e-58,164,220,5,360
GBE64171,1,540,1.657e-58,172,244,9,411
WP_137767760,1,539,1.66126e-58,192,259,14,437
GGV01486,1,541,1.6731e-58,156,196,6,296
EPJ36868,1,543,1.67566e-58,156,198,6,299
TXI59076,1,541,1.68545e-58,170,230,13,371
WP_079428802,1,542,1.68672e-58,154,190,6,296
WP_191875087,1,542,1.68846e-58,156,196,6,296
WP_167581935,1,540,1.70632e-58,154,195,6,291
MCF3137132,1,543,1.71108e-58,185,242,19,421
WP_079534061,1,544,1.74391e-58,185,250,18,423
MBB4937562,1,538,1.75458e-58,179,233,8,405
WP_202454980,1,541,1.75924e-58,175,230,7,373
WP_085129382,1,540,1.76841e-58,171,225,12,370
WP_199378501,1,544,1.76913e-58,156,195,6,296
WP_233646227,1,541,1.77406e-58,186,246,21,435
MBL7489485,1,548,1.77414e-58,198,264,41,449
MBP2583534,1,537,1.80015e-58,169,220,7,369
WP_219153677,1,541,1.80119e-58,168,217,5,360
WP_245187460,1,541,1.80289e-58,155,199,4,294
WP_096372127,1,540,1.80571e-58,176,245,9,411
WP_104297022,1,539,1.82515e-58,155,195,3,293
WP_068095780,1,540,1.82721e-58,177,242,9,411
RSR95944,1,541,1.84238e-58,169,223,6,364
PZE46615,1,529,1.85384e-58,152,196,8,292
CKO50592,1,506,1.86103e-58,96,97,0,97
QWL31233,1,539,1.86371e-58,155,195,3,293
MCI2238996,1,541,1.88017e-58,155,193,1,290
WP_178065102,1,540,1.88208e-58,162,197,6,299
WP_093681068,1,544,1.90229e-58,156,195,6,296
WP_254407772,1,545,1.91246e-58,156,201,6,296
WP_189389834,1,541,1.92077e-58,154,193,6,293
NJP17494,1,544,1.95395e-58,169,223,6,364
WP_107479609,1,541,1.96254e-58,181,237,21,418
WP_182480909,1,541,1.96276e-58,184,255,17,431
WP_116373398,1,540,1.96557e-58,172,244,9,411
WP_218087409,1,544,1.9725e-58,174,226,29,390
KLO64170,1,540,1.98352e-58,157,200,9,295
WP_242641278,1,538,2.00792e-58,195,252,31,457
WP_169598538,1,538,2.01714e-58,177,230,9,355
WP_142458833,1,543,2.02166e-58,180,237,8,405
WP_079176196,1,540,2.02256e-58,189,248,24,440
WP_202559119,1,540,2.0466e-58,187,247,23,431
WP_104343879,1,541,2.0478e-58,180,251,16,417
MSW98202,1,521,2.05143e-58,134,180,6,266
WP_003912339,1,540,2.05224e-58,173,246,9,411
WP_238435001,1,548,2.05659e-58,195,262,33,445
WP_220093173,1,541,2.07347e-58,175,230,7,373
WP_031680627,1,540,2.07376e-58,173,246,9,411
WP_050976388,1,541,2.07475e-58,191,258,21,446
MWJ79093,1,543,2.08042e-58,185,250,18,423
WP_202544708,1,540,2.08679e-58,189,244,23,430
WP_215456788,1,545,2.08769e-58,156,201,6,296
WP_221465791,1,537,2.08852e-58,179,233,8,405
WP_199813984,1,544,2.0943e-58,174,221,27,385
WP_057319178,1,540,2.11749e-58,173,246,9,411
WP_229806621,1,540,2.12453e-58,159,221,6,347
WP_173251193,1,538,2.12626e-58,150,191,1,292
WP_231987417,1,540,2.1277e-58,175,242,9,411
MCL2553075,1,540,2.12828e-58,175,232,12,386
WP_194667429,1,541,2.13491e-58,192,256,21,441
WP_207406190,1,538,2.14779e-58,154,193,1,292
WP_161212539,1,541,2.15397e-58,154,193,7,297
WP_057355763,1,540,2.16214e-58,172,245,9,411
WP_216832807,1,541,2.16297e-58,189,256,21,441
TBO54851,1,538,2.1781e-58,195,252,31,457
GFE11372,1,544,2.18086e-58,174,225,27,383
WP_111084246,1,540,2.18186e-58,192,260,13,442
WP_082128629,1,539,2.18537e-58,157,200,9,295
WP_194635046,1,541,2.20847e-58,190,257,21,442
WP_157168649,1,541,2.2131e-58,185,241,24,423
WP_093930992,1,542,2.21654e-58,188,243,20,427
NUP24519,1,542,2.2199e-58,155,198,6,291
WP_050565881,1,539,2.2284e-58,183,249,12,408
WP_254394577,1,540,2.2336e-58,184,246,23,425
WP_051806853,1,540,2.23579e-58,157,195,10,300
WP_012039454,1,543,2.26052e-58,185,250,18,423
WP_201793450,1,538,2.26815e-58,177,240,9,410
MBO4160707,1,543,2.28798e-58,162,198,6,290
GHI88486,1,542,2.31403e-58,152,190,6,301
HAM44152,1,528,2.33513e-58,140,196,8,296
PPH84317,1,538,2.34044e-58,153,191,2,291
WP_122214247,1,540,2.365e-58,155,192,6,293
WP_046189530,1,540,2.3781e-58,170,230,13,371
ARX84710,1,543,2.37984e-58,182,239,40,449
QWA23113,1,542,2.38711e-58,172,234,9,382
ETZ48960,1,537,2.39316e-58,177,240,9,410
MBZ4497354,1,539,2.40066e-58,157,200,9,295
WP_134727586,1,539,2.40594e-58,181,246,10,421
WP_062927804,1,541,2.40808e-58,178,245,14,424
WP_116175044,1,538,2.42985e-58,174,225,7,363
MBT2451129,1,542,2.4366e-58,172,222,11,362
SCK28165,1,547,2.44784e-58,169,218,5,356
MBJ6633441,1,540,2.46573e-58,155,192,6,293
MBG0728325,1,537,2.51116e-58,177,240,9,410
EDY47142,1,540,2.53117e-58,184,244,26,460
WP_037358831,1,539,2.55491e-58,165,222,5,361
MWJ14654,1,543,2.56029e-58,185,250,18,423
WP_219814833,1,540,2.57924e-58,154,191,2,292
WP_215511972,1,539,2.61377e-58,173,229,7,373
WP_251072677,1,542,2.61609e-58,172,222,11,362
WP_162135408,1,543,2.62317e-58,155,196,6,296
WP_117429268,1,539,2.62901e-58,176,243,9,411
WP_242791273,1,539,2.6412e-58,181,223,7,360
WP_179444668,1,539,2.67292e-58,158,214,8,355
APT13409,1,538,2.7212e-58,177,240,9,410
WP_230587751,1,540,2.73029e-58,178,241,9,410
WP_202495059,1,540,2.73029e-58,154,196,6,294
WP_035905460,1,537,2.73737e-58,178,242,10,401
CFG74221,1,537,2.75442e-58,173,246,9,411
MBD3004264,1,540,2.77153e-58,156,200,17,309
WP_077104464,1,539,2.77727e-58,177,243,9,411
WP_159667511,1,545,2.77775e-58,155,195,6,290
WP_210777777,1,539,2.78269e-58,162,197,6,291
WP_191496689,1,539,2.78269e-58,175,244,9,411
WP_237597540,1,538,2.78949e-58,178,242,8,411
WP_084425737,1,538,2.80413e-58,177,248,15,421
NYT92520,1,537,2.80624e-58,158,199,6,291
WP_121015607,1,541,2.80887e-58,154,189,6,294
WP_069886708,1,540,2.81447e-58,183,243,23,421
WP_190041452,1,539,2.85958e-58,189,240,24,425
MBC9714035,1,540,2.88551e-58,191,245,30,448
WP_117425877,1,539,2.88784e-58,176,244,9,411
MYV89497,1,539,2.89561e-58,151,187,6,291
WP_048476658,1,539,2.89561e-58,170,223,9,375
WP_227497214,1,538,2.91317e-58,180,230,7,406
WP_233230151,1,538,2.96253e-58,155,192,6,293
QKS89326,1,528,3.03245e-58,152,196,8,292
TSD13226,1,528,3.03245e-58,152,196,8,292
MZD53887,1,539,3.04733e-58,189,244,23,430
WP_214661318,1,540,3.04952e-58,191,245,30,448
WP_222947526,1,539,3.06575e-58,159,195,6,291
WP_076249203,1,539,3.11084e-58,177,242,9,411
WP_229814027,1,541,3.16058e-58,169,223,6,364
WP_033720176,1,538,3.16711e-58,177,240,9,410
WP_219813098,1,539,3.17706e-58,168,220,2,355
GHF93056,1,538,3.18966e-58,189,240,24,425
MZE75310,1,539,3.21359e-58,187,247,23,431
WP_239157436,1,538,3.22051e-58,179,239,9,407
MBV9922977,1,537,3.22227e-58,154,196,10,292
APA74064,1,536,3.22825e-58,176,240,9,410
WP_057132596,1,539,3.24766e-58,173,246,9,411
WP_214606781,1,539,3.24766e-58,173,246,9,411
WP_104132161,1,539,3.2774e-58,186,257,10,424
WP_226484000,1,539,3.27797e-58,189,244,23,430
WP_003961816,1,543,3.28922e-58,186,246,26,465
PYY63846,1,528,3.29974e-58,152,196,8,292
WP_240675533,1,540,3.30833e-58,178,224,18,371
WP_107155500,1,538,3.34223e-58,161,195,6,291
MBC7559467,1,538,3.34752e-58,169,228,8,364
SCY77091,1,539,3.35038e-58,189,245,24,430
WP_232242064,1,538,3.35779e-58,153,192,4,293
WP_082514256,1,541,3.36046e-58,155,198,4,294
MYS14774,1,540,3.38906e-58,154,196,6,294
WP_184909843,1,540,3.39419e-58,168,220,6,361
WP_123292120,1,538,3.40776e-58,190,255,13,436
WP_190900583,1,541,3.43453e-58,157,196,6,296
WP_052855666,1,537,3.44316e-58,170,217,6,362
PPF36268,1,537,3.44612e-58,153,191,2,292
WP_188120870,1,540,3.46032e-58,170,245,18,409
WP_064728723,1,539,3.48949e-58,189,244,23,430
WP_110234600,1,537,3.56556e-58,147,195,6,293
MWJ24298,1,542,3.56849e-58,183,248,18,418
WP_091342614,1,538,3.58393e-58,175,222,6,358
WP_043777564,1,539,3.58474e-58,152,196,5,292
WP_107463093,1,544,3.58569e-58,156,201,6,296
NQX24533,1,527,3.59058e-58,152,196,8,292
WP_147900021,1,537,3.60736e-58,147,193,6,293
WP_036456781,1,538,3.63288e-58,176,244,9,411
WP_053640092,1,538,3.63288e-58,192,246,21,424
WP_245568302,1,544,3.67141e-58,175,247,9,427
WP_154937685,1,538,3.68846e-58,164,199,6,291
NUT50785,1,534,3.70521e-58,179,243,9,411
WP_203939267,1,538,3.72857e-58,157,202,6,291
WP_258072560,1,539,3.75357e-58,153,191,2,292
OOK75367,1,536,3.76106e-58,177,241,9,415
WP_239516768,1,539,3.80383e-58,159,192,8,294
PZE94020,1,527,3.8254e-58,152,196,8,292
MBX3196315,1,536,3.83733e-58,183,242,12,409
GGX45672,1,538,3.85166e-58,154,199,6,296
PPG50892,1,536,3.86616e-58,152,191,2,292
WP_037252159,1,537,3.87626e-58,178,251,19,432
WP_016332349,1,538,3.88738e-58,166,216,5,360
KBR65275,1,536,3.9128e-58,176,240,9,410
WP_104235295,1,541,3.92552e-58,184,255,17,431
BCJ36458,1,540,3.96719e-58,179,239,9,407
WP_047332669,1,538,3.96798e-58,179,242,10,415
WP_249457309,1,544,3.98047e-58,173,225,8,359
MBB5795943,1,539,4.00354e-58,157,195,6,293
ANR94023,1,536,4.00634e-58,177,240,9,410
MBB1155646,1,535,4.07166e-58,177,241,8,411
COV49126,1,538,4.09543e-58,174,247,11,413
WP_183321506,1,539,4.19777e-58,143,197,8,292
QNR39320,1,536,4.2213e-58,176,240,9,410
NII50061,1,541,4.26538e-58,155,198,4,294
MBY8862791,1,540,4.26789e-58,175,245,9,427
WP_099224082,1,537,4.2749e-58,176,244,9,411
WP_150208646,1,538,4.27492e-58,154,192,6,295
WP_033342923,1,537,4.31345e-58,181,239,21,422
WP_101389244,1,538,4.3146e-58,155,197,11,295
WP_067920272,1,538,4.34349e-58,176,242,9,411
RII92449,1,541,4.35485e-58,184,255,17,431
MBP1241182,1,541,4.40028e-58,155,199,4,294
WP_156608349,1,537,4.41709e-58,185,247,31,441
WP_109917611,1,543,4.42143e-58,196,243,58,460
QWF77446,1,537,4.44757e-58,181,246,11,409
WP_030318109,1,539,4.4652e-58,186,240,17,411
WP_245390583,1,538,4.52852e-58,169,220,7,369
WP_011723471,1,537,4.56402e-58,176,240,9,410
WP_239166647,1,537,4.57127e-58,147,195,6,288
WP_076125116,1,538,4.576e-58,177,242,9,411
WP_257856103,1,539,4.57611e-58,174,223,42,427
WP_125208488,1,542,4.5863e-58,156,195,6,296
WP_073944808,1,539,4.68654e-58,156,196,6,296
MYT20453,1,539,4.70711e-58,165,218,8,357
WP_203782486,1,538,4.73908e-58,150,200,6,295
WP_067268689,1,538,4.80516e-58,171,243,9,411
WP_066941644,1,537,4.81465e-58,176,243,9,411
PPG20723,1,536,4.87464e-58,154,195,3,293
WP_014687669,1,540,4.88932e-58,151,196,6,291
WP_251506898,1,540,4.88959e-58,168,222,6,364
WP_258024563,1,538,4.95155e-58,154,193,7,298
WP_202518765,1,538,4.96308e-58,151,187,6,291
WP_031164557,1,539,4.98212e-58,155,197,6,296
WP_050566136,1,536,5.03261e-58,183,250,12,408
BCI92700,1,535,5.04052e-58,175,244,9,411
WP_030377051,1,542,5.07296e-58,182,239,16,414
WP_184985605,1,539,5.07792e-58,157,195,6,293
WP_250972006,1,538,5.15413e-58,156,193,13,303
WP_125213086,1,541,5.19805e-58,156,195,6,296
WP_179878904,1,539,5.24806e-58,156,196,6,296
CKO34750,1,535,5.26749e-58,172,245,9,411
WP_090474631,1,538,5.33344e-58,154,201,7,292
ATO65012,1,535,5.33469e-58,177,240,9,410
WP_251055009,1,538,5.39927e-58,153,193,8,302
